ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
J092,10/11/1999,0,0,NA,2,1,1,Autumn,1999,PARK_MILL,6.8,NA,FAIR,78.5,38.1,NA,1,1,1,J09236474,78.5,6.959371359
J093,06/10/1998,0,0,NA,2,0,0,Autumn,1998,ARTHURS,9,NA,GOOD,88,38,NA,1,0,0,J09336074,88,5.788228704
J093,26/01/1999,0,0,NA,2,1,1,Winter,1999,ARTHURS,12.1,NA,FAIR,88,38,NA,1,1,1,J09336186,88,7.781951924
J093,24/08/2004,0,NA,0,2,6,6,Summer,2004,WEST,12.1,NA,GOOD,91,37.8,NA,2,36,216,J09338223,91,6.790215718
J093,19/07/2005,0,NA,0,2,7,7,Summer,2005,WEST,11,NA,VERY_GOOD,91,37.7,NA,2,49,343,J09338552,91,6.17292338
J094,06/10/1998,0,0,NA,2,0,0,Autumn,1998,ARTHURS,8.3,NA,FAIR,87,38.2,NA,1,0,0,J09436074,87,5.591980794
J094,26/05/1999,0,0,NA,2,1,1,Spring,1999,ARTHURS,9.7,NA,GOOD,90,38.5,NA,1,1,1,J09436306,90,5.693577427
J094,19/07/2000,1,NA,1,2,2,2,Summer,2000,BEECH,9.9,NA,GOOD,90.5,38.6,NA,2,4,8,J09436726,90.5,5.681514097
J095,06/10/1998,0,0,NA,2,0,0,Autumn,1998,ARTHURS,8.9,NA,GOOD,82,37.9,NA,1,0,0,J09536074,82,7.628023359
J095,26/01/1999,0,0,NA,2,1,1,Winter,1999,ARTHURS,11,NA,GOOD,85.5,37.6,NA,1,1,1,J09536186,85.5,7.95419262
J096,06/10/1998,0,NA,NA,1,NA,4.066,Autumn,1998,WEST,10.2,NA,NA,83,37.8,NA,NA,16.532,67.221,J09636074,83,8.321745836
J097,08/10/1998,0,NA,NA,2,NA,4.066,Autumn,1998,DINGLE,6.3,0.25,POOR,76,36,NA,NA,16.532,67.221,J09736076,76,7.354658364
J099,20/10/1998,0,0,NA,2,0,0,Autumn,1998,COLLIERS_WOOD,7.7,NA,GOOD,68.5,38.6,NA,1,0,0,J09936088,68.5,13.7154937
J099,10/02/1999,0,0,NA,2,1,1,Winter,1999,COLLIERS_WOOD,6.4,NA,GOOD,74,38.3,NA,1,1,1,J09936201,74,8.327241377
J099,22/06/1999,0,0,NA,2,1,1,Summer,1999,COLLIERS_WOOD,7,NA,FAIR,73.5,38.4,NA,1,1,1,J09936333,73.5,9.362523807
J099,25/01/2000,0,NA,0,2,2,2,Winter,2000,COLLIERS_WOOD,7.9,NA,GOOD,79,38.7,NA,2,4,8,J09936550,79,7.879065589
J099,22/08/2000,0,NA,0,2,2,2,Summer,2000,COLLIERS_WOOD,8.3,NA,GOOD,78,39,NA,2,4,8,J09936760,78,8.71814961
J099,21/08/2001,0,NA,0,2,3,3,Summer,2001,COLLIERS_WOOD,7.9,NA,GOOD,79,38.7,NA,2,9,27,J09937124,79,7.879065589
J100,01/12/1998,0,0,NA,1,0,0,Winter,1998,NETTLE,6,NA,GOOD,75,36.6,NA,1,0,0,J10036130,75,7.39206565
K001,10/02/1987,0,NA,NA,2,NA,4.066,Winter,1987,HEDGE,10.2,NA,NA,NA,38.6,NA,NA,16.532,67.221,K00131818,NA,#VALUE!
K002,10/02/1987,0,0,NA,1,1,1,Winter,1987,JUNCTION,8.2,NA,NA,NA,38,NA,1,1,1,K00231818,NA,#VALUE!
K002,12/05/1987,0,0,NA,1,1,1,Spring,1987,JUNCTION,7.2,NA,GOOD,NA,38.8,NA,1,1,1,K00231909,NA,#VALUE!
K002,18/08/1987,0,0,NA,1,1,1,Summer,1987,JUNCTION,7.9,NA,GOOD,NA,38.7,NA,1,1,1,K00232007,NA,#VALUE!
K002,27/10/1987,0,0,NA,1,1,1,Autumn,1987,JUNCTION,11,0,NA,NA,37.3,NA,1,1,1,K00232077,NA,#VALUE!
K002,10/05/1988,0,NA,0,1,2,2,Spring,1988,JUNCTION,8,NA,GOOD,NA,39,NA,2,4,8,K00232273,80.8,#VALUE!
K002,19/07/1988,0,NA,0,1,2,2,Summer,1988,JUNCTION,7,0.5,FAIR,NA,38.7,NA,2,4,8,K00232343,80.8,#VALUE!
K002,04/10/1988,1,NA,1,1,2,2,Autumn,1988,JUNCTION,10.5,0.5,GOOD,NA,37.9,NA,2,4,8,K00232420,80.8,#VALUE!
K002,23/05/1989,1,NA,1,1,3,3,Spring,1989,JUNCTION,8.8,0.25,GOOD,NA,38.4,NA,2,9,27,K00232651,80.8,#VALUE!
K002,01/08/1989,1,NA,1,1,3,3,Summer,1989,JUNCTION,7.3,0.5,GOOD,NA,38.7,NA,2,9,27,K00232721,80.8,#VALUE!
K002,17/10/1989,1,NA,1,1,3,3,Autumn,1989,JUNCTION,9.8,0.25,GOOD,NA,38.4,NA,2,9,27,K00232798,80.8,#VALUE!
K002,22/05/1990,1,NA,1,1,4,4,Spring,1990,JUNCTION,7.1,0.5,GOOD,NA,37.9,NA,2,16,64,K00233015,80.8,#VALUE!
K002,31/07/1990,1,NA,1,1,4,4,Summer,1990,JUNCTION,6.7,0.25,FAIR,NA,38.8,NA,2,16,64,K00233085,80.8,#VALUE!
K002,29/10/1991,1,NA,1,1,5,5,Autumn,1991,JUNCTION,11.2,0.5,VGOOD,NA,38.2,NA,2,25,125,K00233540,80.8,#VALUE!
K002,06/10/1992,1,NA,1,1,6,6,Autumn,1992,JUNCTION,11.7,0.75,VGOOD,NA,38.1,NA,2,36,216,K00233883,80.8,#VALUE!
K002,25/05/1993,1,NA,1,1,7,7,Spring,1993,JUNCTION,9.7,0.75,GOOD,NA,37.9,NA,2,49,343,K00234114,80.8,#VALUE!
K002,08/06/1994,1,NA,1,1,8,8,Summer,1994,JUNCTION,7.7,0.75,GOOD,NA,38.1,NA,2,64,512,K00234493,80.8,#VALUE!
K002,03/08/1994,1,NA,1,1,8,8,Summer,1994,JUNCTION,6.6,0.75,POOR,NA,38.3,NA,2,64,512,K00234549,80.8,#VALUE!
K002,19/10/1994,1,NA,1,1,8,8,Autumn,1994,JUNCTION,10.5,0.75,VGOOD,NA,38.2,NA,2,64,512,K00234626,80.8,#VALUE!
K002,20/06/1995,1,NA,1,1,9,9,Summer,1995,JUNCTION,7.4,0.75,FAIR,NA,38.4,NA,2,81,729,K00234870,80.8,#VALUE!
K002,20/09/1995,1,NA,1,1,9,9,Autumn,1995,JUNCTION,8.2,0.75,FAIR,NA,38.2,NA,2,81,729,K00234962,80.8,#VALUE!
K002,04/09/1996,1,NA,1,1,10,10,Autumn,1996,JUNCTION,7.6,0.75,FAIR,NA,37.9,NA,2,100,1000,K00235312,80.8,#VALUE!
K002,23/10/1996,1,NA,1,1,10,10,Autumn,1996,JUNCTION,10.4,0.75,VGOOD,NA,37.8,NA,2,100,1000,K00235361,80.8,#VALUE!
K002,21/05/1997,NA,NA,NA,1,11,11,Spring,1997,JUNCTION,8.5,0.75,POOR,NA,38.7,NA,2,121,1331,K00235571,80.8,#VALUE!
K002,05/08/1997,0,NA,0,1,11,11,Summer,1997,HEDGE,7.3,NA,FAIR,79.5,38,NA,2,121,1331,K00235647,79.5,7.096231226
K002,19/05/1998,1,NA,1,1,12,12,Spring,1998,JUNCTION,7.1,0.75,GOOD,82,38,NA,2,144,1728,K00235934,82,6.085277062
K003,12/05/1987,0,0,NA,1,0,0,Spring,1987,WEST,2.2,NA,NA,NA,37.2,NA,1,0,0,K00331909,NA,#VALUE!
K003,18/08/1987,0,0,NA,1,0,0,Summer,1987,WEST,4.5,NA,POOR,NA,39,NA,1,0,0,K00332007,NA,#VALUE!
K003,27/10/1987,0,0,NA,1,0,0,Autumn,1987,WEST,7.7,NA,NA,NA,NA,NA,1,0,0,K00332077,NA,#VALUE!
K004,12/05/1987,0,0,NA,2,0,0,Spring,1987,YEW,3,NA,NA,NA,37.3,NA,1,0,0,K00431909,NA,#VALUE!
K004,19/08/1987,0,0,NA,2,0,0,Summer,1987,YEW,4.4,NA,POOR,NA,39,NA,1,0,0,K00432008,NA,#VALUE!
K004,11/11/1987,0,0,NA,2,0,0,Autumn,1987,YEW,8.4,NA,GOOD,NA,38,NA,1,0,0,K00432092,NA,#VALUE!
K004,10/02/1988,0,0,NA,2,1,1,Winter,1988,YEW,7.8,NA,GOOD,NA,37.4,NA,1,1,1,K00432183,NA,#VALUE!
K004,24/05/1988,0,0,NA,2,1,1,Spring,1988,YEW,7,NA,GOOD,NA,38.6,NA,1,1,1,K00432287,NA,#VALUE!
K004,07/02/1989,0,NA,0,2,2,2,Winter,1989,YEW,9.3,NA,NA,NA,38.3,NA,2,4,8,K00432546,NA,#VALUE!
K004,02/08/1989,0,NA,0,2,2,2,Summer,1989,JUNCTION,6.4,0.5,POOR,NA,37.4,NA,2,4,8,K00432722,NA,#VALUE!
K004,15/08/1989,0,NA,0,2,2,2,Summer,1989,YEW,6.3,NA,POOR,NA,37.2,NA,2,4,8,K00432735,NA,#VALUE!
K004,07/02/1990,0,NA,0,2,3,3,Winter,1990,YEW,10.8,NA,GOOD,NA,37.5,NA,2,9,27,K00432911,NA,#VALUE!
K004,14/08/1990,0,NA,0,2,3,3,Summer,1990,YEW,10.6,NA,VGOOD,NA,38.5,NA,2,9,27,K00433099,NA,#VALUE!
K004,30/01/1991,0,NA,0,2,4,4,Winter,1991,HEDGE,10.3,NA,GOOD,NA,38.3,NA,2,16,64,K00433268,NA,#VALUE!
K004,19/02/1991,0,NA,0,2,4,4,Winter,1991,YEW,8.4,NA,FAIR,NA,37.2,NA,2,16,64,K00433288,NA,#VALUE!
K004,18/06/1991,0,NA,0,2,4,4,Summer,1991,YEW,11,NA,GOOD,NA,38.5,NA,2,16,64,K00433407,NA,#VALUE!
K004,20/10/1992,0,NA,0,2,5,5,Autumn,1992,YEW,13.1,NA,GOOD,NA,36.2,NA,2,25,125,K00433897,NA,#VALUE!
K004,17/08/1993,0,NA,0,2,6,6,Summer,1993,YEW,11.8,NA,GOOD,NA,38.2,NA,2,36,216,K00434198,NA,#VALUE!
K004,21/06/1994,0,NA,0,2,7,7,Summer,1994,YEW,8.7,NA,GOOD,NA,36.7,NA,2,49,343,K00434506,NA,#VALUE!
K004,17/08/1994,0,NA,0,2,7,7,Summer,1994,YEW,8.4,NA,GOOD,NA,38,NA,2,49,343,K00434563,NA,#VALUE!
K005,12/05/1987,0,0,NA,2,0,0,Spring,1987,YEW,3.3,NA,NA,NA,36.6,NA,1,0,0,K00531909,NA,#VALUE!
K005,18/08/1987,0,0,NA,2,0,0,Summer,1987,YEW,4.6,NA,POOR,NA,39.1,NA,1,0,0,K00532007,NA,#VALUE!
K005,09/02/1988,0,0,NA,2,1,1,Winter,1988,YEW,7.8,NA,GOOD,NA,37.8,NA,1,1,1,K00532182,NA,#VALUE!
K005,24/05/1988,0,0,NA,2,1,1,Spring,1988,YEW,7.5,NA,GOOD,NA,38.5,NA,1,1,1,K00532287,NA,#VALUE!
K005,02/08/1988,0,0,NA,2,1,1,Summer,1988,YEW,7.8,NA,FAIR,NA,38.7,NA,1,1,1,K00532357,NA,#VALUE!
K005,07/02/1989,0,NA,0,2,2,2,Winter,1989,YEW,8.8,NA,FAIR,NA,38.1,NA,2,4,8,K00532546,NA,#VALUE!
K005,07/06/1989,0,NA,0,2,2,2,Summer,1989,YEW,8.7,NA,GOOD,NA,37.8,NA,2,4,8,K00532666,NA,#VALUE!
K005,01/08/1989,0,NA,0,2,2,2,Summer,1989,HEDGE,6.2,NA,POOR,NA,38.4,NA,2,4,8,K00532721,NA,#VALUE!
K005,15/08/1989,0,NA,0,2,2,2,Summer,1989,YEW,6.7,NA,FAIR,NA,38.1,NA,2,4,8,K00532735,NA,#VALUE!
K005,31/10/1989,0,NA,0,2,2,2,Autumn,1989,YEW,10,NA,GOOD,NA,38.3,NA,2,4,8,K00532812,NA,#VALUE!
K005,07/02/1990,0,NA,0,2,3,3,Winter,1990,YEW,9.7,NA,GOOD,NA,39.3,NA,2,9,27,K00532911,NA,#VALUE!
K005,14/08/1990,0,NA,0,2,3,3,Summer,1990,YEW,8.2,NA,GOOD,NA,38.1,NA,2,9,27,K00533099,NA,#VALUE!
K005,30/10/1990,0,NA,0,2,3,3,Autumn,1990,YEW,11,NA,GOOD,NA,38.2,NA,2,9,27,K00533176,NA,#VALUE!
K005,04/09/1991,0,NA,0,2,4,4,Autumn,1991,YEW,9.9,NA,GOOD,NA,38.2,NA,2,16,64,K00533485,NA,#VALUE!
K005,13/11/1991,0,NA,0,2,4,4,Autumn,1991,YEW,12.6,NA,VGOOD,NA,37.9,NA,2,16,64,K00533555,NA,#VALUE!
K005,02/06/1992,0,NA,0,2,5,5,Summer,1992,YEW,9.1,NA,GOOD,NA,38.4,NA,2,25,125,K00533757,NA,#VALUE!
K005,17/06/1992,0,NA,0,2,5,5,Summer,1992,COLE_PARK,8.6,NA,GOOD,NA,38.2,NA,2,25,125,K00533772,NA,#VALUE!
K005,20/10/1992,0,NA,0,2,5,5,Autumn,1992,YEW,11.7,NA,VGOOD,NA,38.1,NA,2,25,125,K00533897,NA,#VALUE!
K005,17/08/1993,0,NA,0,2,6,6,Summer,1993,YEW,10.1,NA,GOOD,NA,38,NA,2,36,216,K00534198,NA,#VALUE!
K005,08/02/1994,0,NA,0,2,7,7,Winter,1994,YEW,9.7,NA,FAIR,NA,37.8,NA,2,49,343,K00534373,NA,#VALUE!
K005,21/06/1994,0,NA,0,2,7,7,Summer,1994,YEW,8.7,NA,GOOD,NA,37.4,NA,2,49,343,K00534506,NA,#VALUE!
K005,16/08/1994,0,NA,0,2,7,7,Summer,1994,YEW,8.8,NA,FAIR,NA,37.9,NA,2,49,343,K00534562,NA,#VALUE!
K005,13/02/1995,0,NA,0,2,8,8,Winter,1995,YEW,10,NA,GOOD,NA,38.3,NA,2,64,512,K00534743,NA,#VALUE!
K005,05/07/1995,0,NA,0,2,8,8,Summer,1995,YEW,6.3,NA,POOR,NA,37.3,NA,2,64,512,K00534885,NA,#VALUE!
K005,22/08/1995,0,NA,0,2,8,8,Summer,1995,YEW,6.1,NA,POOR,NA,38.1,NA,2,64,512,K00534933,NA,#VALUE!
K006,12/05/1987,0,0,NA,2,0,0,Spring,1987,WEST,2.2,NA,NA,NA,36,NA,1,0,0,K00631909,NA,#VALUE!
K006,26/01/1988,0,0,NA,2,1,1,Winter,1988,WEST,9.7,NA,GOOD,NA,38.5,NA,1,1,1,K00632168,NA,#VALUE!
K007,12/05/1987,0,0,NA,1,0,0,Spring,1987,PEGLARS,1.6,NA,FAIR,NA,36.7,NA,1,0,0,K00731909,NA,#VALUE!
K007,18/08/1987,0,0,NA,1,0,0,Summer,1987,PEGLARS,3.6,NA,FAIR,NA,38.9,NA,1,0,0,K00732007,NA,#VALUE!
K007,10/11/1987,0,0,NA,1,0,0,Autumn,1987,PEGLARS,7.2,NA,GOOD,NA,38.2,NA,1,0,0,K00732091,NA,#VALUE!
K007,09/02/1988,0,0,NA,1,1,1,Winter,1988,PEGLARS,6.2,NA,GOOD,NA,37.3,NA,1,1,1,K00732182,NA,#VALUE!
K007,24/05/1988,0,0,NA,1,1,1,Spring,1988,PEGLARS,6.3,NA,GOOD,NA,37.8,NA,1,1,1,K00732287,NA,#VALUE!
K007,02/08/1988,0,0,NA,1,1,1,Summer,1988,PEGLARS,7.7,NA,GOOD,NA,38.4,NA,1,1,1,K00732357,NA,#VALUE!
K007,07/06/1989,0,NA,0,1,2,2,Summer,1989,PEGLARS,8.1,NA,GOOD,NA,38.5,NA,2,4,8,K00732666,NA,#VALUE!
K007,14/08/1990,0,NA,0,1,3,3,Summer,1990,PEGLARS,8,NA,GOOD,NA,37.4,NA,2,9,27,K00733099,NA,#VALUE!
K007,30/10/1990,0,NA,0,1,3,3,Autumn,1990,PEGLARS,10.8,NA,VGOOD,NA,37.8,NA,2,9,27,K00733176,NA,#VALUE!
K007,18/06/1991,0,NA,0,1,4,4,Summer,1991,PEGLARS,8.9,NA,GOOD,NA,38.3,NA,2,16,64,K00733407,NA,#VALUE!
K007,11/02/1992,0,NA,0,1,5,5,Winter,1992,PEGLARS,9.3,NA,GOOD,NA,38.4,NA,2,25,125,K00733645,NA,#VALUE!
K007,02/06/1992,0,NA,0,1,5,5,Summer,1992,PEGLARS,6.8,NA,FAIR,NA,38.7,NA,2,25,125,K00733757,NA,#VALUE!
K007,20/10/1992,0,NA,0,1,5,5,Autumn,1992,PEGLARS,11.4,NA,VGOOD,NA,38,NA,2,25,125,K00733897,NA,#VALUE!
K007,09/02/1993,0,NA,0,1,6,6,Winter,1993,PEGLARS,9.7,NA,GOOD,NA,38.2,NA,2,36,216,K00734009,NA,#VALUE!
K007,08/06/1993,0,NA,0,1,6,6,Summer,1993,PEGLARS,7.8,NA,POOR,NA,38.7,NA,2,36,216,K00734128,NA,#VALUE!
K007,17/08/1993,0,NA,0,1,6,6,Summer,1993,PEGLARS,8.4,NA,GOOD,NA,38.1,NA,2,36,216,K00734198,NA,#VALUE!
K007,21/06/1994,0,NA,0,1,7,7,Summer,1994,PEGLARS,6.4,NA,FAIR,NA,38.2,NA,2,49,343,K00734506,NA,#VALUE!
K007,16/08/1994,0,NA,0,1,7,7,Summer,1994,PEGLARS,8.2,NA,GOOD,NA,37.7,NA,2,49,343,K00734562,NA,#VALUE!
K007,04/07/1995,0,NA,0,1,8,8,Summer,1995,PEGLARS,6.5,NA,POOR,NA,37.8,NA,2,64,512,K00734884,NA,#VALUE!
K007,23/08/1995,0,NA,0,1,8,8,Summer,1995,PEGLARS,7.6,NA,GOOD,NA,38.5,NA,2,64,512,K00734934,NA,#VALUE!
K008,12/05/1987,0,0,NA,2,0,0,Spring,1987,PEGLARS,1.8,NA,NA,NA,37,NA,1,0,0,K00831909,NA,#VALUE!
K009,12/05/1987,0,0,NA,1,0,0,Spring,1987,YEW,2.6,NA,NA,NA,36.8,NA,1,0,0,K00931909,NA,#VALUE!
K009,18/08/1987,0,0,NA,1,0,0,Summer,1987,YEW,4.4,NA,NA,NA,37.8,NA,1,0,0,K00932007,NA,#VALUE!
K009,10/11/1987,0,0,NA,1,0,0,Autumn,1987,YEW,7.4,NA,GOOD,NA,38.8,NA,1,0,0,K00932091,NA,#VALUE!
K009,09/02/1988,0,0,NA,1,1,1,Winter,1988,YEW,7,NA,GOOD,NA,38.2,NA,1,1,1,K00932182,NA,#VALUE!
K009,25/10/1988,0,0,NA,1,1,1,Autumn,1988,NA,10,0.25,GOOD,NA,38.9,NA,1,1,1,K00932441,NA,#VALUE!
K009,08/12/1988,0,0,NA,1,1,1,Winter,1988,NA,9,0.5,GOOD,NA,37.3,NA,1,1,1,K00932485,NA,#VALUE!
K010,12/05/1987,0,0,NA,2,0,0,Spring,1987,ARTHURS,2.9,NA,FAIR,NA,36.4,NA,1,0,0,K01031909,NA,#VALUE!
K011,12/05/1987,0,0,NA,2,0,0,Spring,1987,HEDGE,3.4,NA,FAIR,NA,37.3,NA,1,0,0,K01131909,NA,#VALUE!
K011,18/08/1987,0,0,NA,2,0,0,Summer,1987,HEDGE,7,NA,GOOD,NA,38.8,NA,1,0,0,K01132007,NA,#VALUE!
K011,28/10/1987,0,0,NA,2,0,0,Autumn,1987,HEDGE,10.6,NA,NA,NA,38.1,NA,1,0,0,K01132078,NA,#VALUE!
K011,10/05/1988,0,0,NA,2,1,1,Spring,1988,HEDGE,10.3,NA,GOOD,NA,38.3,NA,1,1,1,K01132273,NA,#VALUE!
K011,01/08/1989,3,NA,3,2,2,2,Summer,1989,HEDGE,6.8,NA,POOR,NA,37.4,NA,2,4,8,K01132721,NA,#VALUE!
K011,17/10/1989,3,NA,3,2,2,2,Autumn,1989,HEDGE,8.8,NA,POOR,NA,37.2,NA,2,4,8,K01132798,NA,#VALUE!
K011,22/01/1990,3,NA,3,2,3,3,Winter,1990,HEDGE,10.4,NA,FAIR,NA,36.5,NA,2,9,27,K01132895,NA,#VALUE!
K012,12/05/1987,0,0,NA,2,0,0,Spring,1987,SEPTIC_TANK,2.5,NA,NA,NA,36.5,P005,1,0,0,K01231909,NA,#VALUE!
K012,18/08/1987,0,0,NA,2,0,0,Summer,1987,SEPTIC_TANK,4.2,NA,FAIR,NA,37.8,P005,1,0,0,K01232007,NA,#VALUE!
K012,10/11/1987,0,0,NA,2,0,0,Autumn,1987,SEPTIC_TANK,7.7,NA,GOOD,NA,37.8,P005,1,0,0,K01232091,NA,#VALUE!
K012,09/02/1988,0,0,NA,2,1,1,Winter,1988,SEPTIC_TANK,7.8,NA,GOOD,NA,36.4,P005,1,1,1,K01232182,NA,#VALUE!
K012,24/05/1988,0,0,NA,2,1,1,Spring,1988,SEPTIC_TANK,7.1,NA,FAIR,NA,38,P005,1,1,1,K01232287,NA,#VALUE!
K012,02/08/1988,1,1,NA,2,1,1,Summer,1988,SEPTIC_TANK,9,NA,GOOD,NA,39,P005,1,1,1,K01232357,NA,#VALUE!
K012,06/06/1989,1,NA,1,2,2,2,Summer,1989,SEPTIC_TANK,8.8,NA,FAIR,NA,37.9,P005,2,4,8,K01232665,NA,#VALUE!
K012,15/08/1989,1,NA,1,2,2,2,Summer,1989,SEPTIC_TANK,8,NA,GOOD,NA,38.3,P005,2,4,8,K01232735,NA,#VALUE!
K012,05/09/1989,1,NA,1,2,2,2,Autumn,1989,CEDAR,8.8,NA,GOOD,NA,38.8,P005,2,4,8,K01232756,NA,#VALUE!
K012,01/11/1989,1,NA,1,2,2,2,Autumn,1989,SEPTIC_TANK,11.4,NA,VGOOD,NA,38.4,P005,2,4,8,K01232813,NA,#VALUE!
K012,05/06/1990,2,NA,2,2,3,3,Summer,1990,SEPTIC_TANK,5.6,NA,POOR,NA,36.4,P005,2,9,27,K01233029,NA,#VALUE!
K013,12/05/1987,2,2,NA,1,0,0,Spring,1987,ARTHURS,2.9,NA,FAIR,NA,36.2,NA,1,0,0,K01331909,NA,#VALUE!
K013,18/08/1987,2,2,NA,1,0,0,Summer,1987,ARTHURS,5,NA,FAIR,NA,39.1,NA,1,0,0,K01332007,NA,#VALUE!
K013,22/09/1987,2,2,NA,1,0,0,Autumn,1987,ARTHURS,4.2,NA,POOR,NA,NA,NA,1,0,0,K01332042,NA,#VALUE!
K014,12/05/1987,0,0,NA,1,0,0,Spring,1987,ARTHURS,2.8,NA,NA,NA,37.4,NA,1,0,0,K01431909,NA,#VALUE!
K015,12/05/1987,0,0,NA,1,0,0,Spring,1987,WEST,2.1,NA,FAIR,NA,37,NA,1,0,0,K01531909,NA,#VALUE!
K015,18/08/1987,0,0,NA,1,0,0,Summer,1987,WEST,4.6,NA,FAIR,NA,39.3,NA,1,0,0,K01532007,NA,#VALUE!
K015,27/10/1987,0,0,NA,1,0,0,Autumn,1987,WEST,7.4,NA,NA,NA,37.8,NA,1,0,0,K01532077,NA,#VALUE!
K015,27/01/1988,0,NA,NA,1,NA,4.066,Winter,1988,WEST,7.6,NA,GOOD,NA,NA,NA,NA,16.532,67.221,K01532169,NA,#VALUE!
K015,31/10/1989,0,0,NA,1,1,1,Autumn,1989,SEPTIC_TANK,8.9,NA,GOOD,NA,39,NA,1,1,1,K01532812,NA,#VALUE!
K016,12/05/1987,0,0,NA,2,0,0,Spring,1987,WEST,2.1,NA,FAIR,NA,37.2,NA,1,0,0,K01631909,NA,#VALUE!
K016,18/08/1987,0,0,NA,2,0,0,Summer,1987,WEST,4,NA,FAIR,NA,39,NA,1,0,0,K01632007,NA,#VALUE!
K016,27/10/1987,0,0,NA,2,0,0,Autumn,1987,WEST,7,NA,NA,NA,38.2,NA,1,0,0,K01632077,NA,#VALUE!
K016,26/01/1988,0,0,NA,2,1,1,Winter,1988,WEST,8.5,NA,NA,NA,38.4,NA,1,1,1,K01632168,NA,#VALUE!
K017,12/05/1987,0,0,NA,1,0,0,Spring,1987,YEW,2.9,NA,GOOD,NA,37.3,N008,1,0,0,K01731909,NA,#VALUE!
K017,10/11/1987,3,3,NA,1,0,0,Autumn,1987,YEW,7.8,NA,GOOD,NA,38.8,N008,1,0,0,K01732091,NA,#VALUE!
K017,09/02/1988,3,3,NA,1,1,1,Winter,1988,YEW,7.4,NA,GOOD,NA,38.2,N008,1,1,1,K01732182,NA,#VALUE!
K017,24/05/1988,3,3,NA,1,1,1,Spring,1988,YEW,6.3,NA,FAIR,NA,38.4,N008,1,1,1,K01732287,NA,#VALUE!
K017,03/08/1988,3,3,NA,1,1,1,Summer,1988,YEW,7.3,NA,POOR,NA,38.3,N008,1,1,1,K01732358,NA,#VALUE!
K017,18/10/1988,3,3,NA,1,1,1,Autumn,1988,YEW,9.3,NA,GOOD,NA,38.8,N008,1,1,1,K01732434,NA,#VALUE!
K017,07/02/1989,3,NA,3,1,2,2,Winter,1989,YEW,9.3,NA,GOOD,NA,37.6,N008,2,4,8,K01732546,NA,#VALUE!
K017,06/06/1989,3,NA,3,1,2,2,Summer,1989,YEW,7.1,NA,POOR,NA,38.4,N008,2,4,8,K01732665,NA,#VALUE!
K017,02/08/1989,3,NA,3,1,2,2,Summer,1989,HEDGE,6.1,NA,POOR,NA,37.5,N008,2,4,8,K01732722,NA,#VALUE!
K017,16/08/1989,3,NA,3,1,2,2,Summer,1989,YEW,7.1,NA,FAIR,NA,38,N008,2,4,8,K01732736,NA,#VALUE!
K017,31/10/1989,3,NA,3,1,2,2,Autumn,1989,YEW,9.1,NA,GOOD,NA,38.3,N008,2,4,8,K01732812,NA,#VALUE!
K017,30/10/1990,3,NA,3,1,3,3,Autumn,1990,YEW,10.1,NA,GOOD,NA,37.9,N008,2,9,27,K01733176,NA,#VALUE!
K017,19/06/1991,3,NA,3,1,4,4,Summer,1991,YEW,9.4,NA,GOOD,NA,38.3,N008,2,16,64,K01733408,NA,#VALUE!
K017,20/10/1992,3,NA,3,1,5,5,Autumn,1992,YEW,10.4,NA,FAIR,NA,37.3,N008,2,25,125,K01733897,NA,#VALUE!
K017,09/02/1993,3,NA,3,1,6,6,Winter,1993,YEW,9,NA,GOOD,NA,38.4,N008,2,36,216,K01734009,NA,#VALUE!
K017,08/06/1993,3,NA,3,1,6,6,Summer,1993,YEW,7.6,NA,FAIR,NA,38.4,N008,2,36,216,K01734128,NA,#VALUE!
K017,18/08/1993,3,NA,3,1,6,6,Summer,1993,YEW,8.2,NA,FAIR,NA,38.2,N008,2,36,216,K01734199,NA,#VALUE!
K017,26/10/1993,3,NA,3,1,6,6,Autumn,1993,YEW,9.4,NA,GOOD,NA,37.5,N008,2,36,216,K01734268,NA,#VALUE!
K017,07/02/1994,3,NA,3,1,7,7,Winter,1994,YEW,8.8,NA,FAIR,NA,38.2,N008,2,49,343,K01734372,NA,#VALUE!
K017,16/08/1994,3,NA,3,1,7,7,Summer,1994,YEW,5,NA,POOR,NA,36.6,N008,2,49,343,K01734562,NA,#VALUE!
K019,13/05/1987,0,0,NA,1,0,0,Spring,1987,LARCH,2.1,NA,NA,NA,36,NA,1,0,0,K01931910,NA,#VALUE!
K019,27/10/1987,0,0,NA,1,0,0,Autumn,1987,LARCH,6.1,NA,NA,NA,38.2,NA,1,0,0,K01932077,NA,#VALUE!
K019,26/01/1988,0,0,NA,1,1,1,Winter,1988,LARCH,7.6,NA,GOOD,NA,39,NA,1,1,1,K01932168,NA,#VALUE!
K019,04/10/1988,0,0,NA,1,1,1,Autumn,1988,LARCH,8.8,NA,GOOD,NA,37.8,NA,1,1,1,K01932420,NA,#VALUE!
K019,24/05/1989,0,NA,0,1,2,2,Spring,1989,LARCH,6.7,NA,GOOD,NA,38.1,NA,2,4,8,K01932652,NA,#VALUE!
K019,01/08/1989,0,NA,0,1,2,2,Summer,1989,LARCH,6.3,NA,FAIR,NA,38.9,NA,2,4,8,K01932721,NA,#VALUE!
