ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
K019,04/06/1991,0,NA,0,1,4,4,Summer,1991,LARCH,6.5,NA,FAIR,NA,38.4,NA,2,16,64,K01933393,NA,#VALUE!
K019,25/05/1993,0,NA,0,1,6,6,Spring,1993,LARCH,6.9,NA,GOOD,NA,38.3,NA,2,36,216,K01934114,NA,#VALUE!
K020,13/05/1987,0,0,NA,1,0,0,Spring,1987,LARCH,3,NA,NA,NA,36.2,NA,1,0,0,K02031910,NA,#VALUE!
K020,18/08/1987,0,0,NA,1,0,0,Summer,1987,LARCH,5.4,NA,GOOD,NA,39.4,NA,1,0,0,K02032007,NA,#VALUE!
K020,27/10/1987,0,0,NA,1,0,0,Autumn,1987,LARCH,7.8,NA,NA,NA,38.4,NA,1,0,0,K02032077,NA,#VALUE!
K020,27/01/1988,0,0,NA,1,1,1,Winter,1988,LARCH,8,NA,NA,NA,39,NA,1,1,1,K02032169,NA,#VALUE!
K020,10/05/1988,0,0,NA,1,1,1,Spring,1988,LARCH,7.5,NA,GOOD,NA,38.6,NA,1,1,1,K02032273,NA,#VALUE!
K020,19/07/1988,0,0,NA,1,1,1,Summer,1988,LARCH,7.9,NA,GOOD,NA,38.8,NA,1,1,1,K02032343,NA,#VALUE!
K020,04/10/1988,0,0,NA,1,1,1,Autumn,1988,LARCH,9.3,NA,GOOD,NA,38,NA,1,1,1,K02032420,NA,#VALUE!
K020,23/05/1989,0,NA,0,1,2,2,Spring,1989,LARCH,6.7,NA,NA,NA,32.4,NA,2,4,8,K02032651,NA,#VALUE!
K020,02/08/1989,0,NA,0,1,2,2,Summer,1989,LARCH,5.9,NA,POOR,NA,38.7,NA,2,4,8,K02032722,NA,#VALUE!
K020,17/10/1989,0,NA,0,1,2,2,Autumn,1989,LARCH,10.2,NA,VGOOD,NA,38.7,NA,2,4,8,K02032798,NA,#VALUE!
K020,28/07/1992,0,NA,0,1,5,5,Summer,1992,LARCH,7.9,NA,GOOD,NA,38.2,NA,2,25,125,K02033813,NA,#VALUE!
K021,13/05/1987,0,0,NA,2,0,0,Spring,1987,WEST,2,NA,NA,NA,35,NA,1,0,0,K02131910,NA,#VALUE!
K021,10/05/1988,0,0,NA,2,1,1,Spring,1988,WEST,7.7,NA,GOOD,NA,38.1,NA,1,1,1,K02132273,NA,#VALUE!
K022,13/05/1987,0,0,NA,1,0,0,Spring,1987,YEW,2.2,NA,NA,NA,36.1,W026,1,0,0,K02231910,NA,#VALUE!
K023,13/05/1987,0,0,NA,2,0,0,Spring,1987,YEW,2.4,NA,FAIR,NA,37.9,NA,1,0,0,K02331910,NA,#VALUE!
K023,10/11/1987,0,0,NA,2,0,0,Autumn,1987,YEW,7.3,NA,GOOD,NA,38.3,NA,1,0,0,K02332091,NA,#VALUE!
K023,09/02/1988,0,0,NA,2,1,1,Winter,1988,YEW,7.3,NA,GOOD,NA,37.2,NA,1,1,1,K02332182,NA,#VALUE!
K023,24/05/1988,0,0,NA,2,1,1,Spring,1988,YEW,7.4,NA,GOOD,NA,38.4,NA,1,1,1,K02332287,NA,#VALUE!
K023,02/08/1988,0,0,NA,2,1,1,Summer,1988,YEW,7.8,NA,GOOD,NA,38,NA,1,1,1,K02332357,NA,#VALUE!
K024,13/05/1987,0,0,NA,1,0,0,Spring,1987,FIELD_FARM,3.3,NA,NA,NA,38.2,NA,1,0,0,K02431910,NA,#VALUE!
K024,18/08/1987,0,0,NA,1,0,0,Summer,1987,FIELD_FARM,5.8,NA,POOR,NA,39.2,NA,1,0,0,K02432007,NA,#VALUE!
K024,26/01/1988,0,0,NA,1,1,1,Winter,1988,FIELD_FARM,9,0.25,GOOD,NA,38.8,NA,1,1,1,K02432168,NA,#VALUE!
K024,10/05/1988,0,0,NA,1,1,1,Spring,1988,FIELD_FARM,8.1,NA,GOOD,NA,NA,NA,1,1,1,K02432273,NA,#VALUE!
K024,12/10/1988,0,0,NA,1,1,1,Autumn,1988,NA,12.6,NA,VGOOD,NA,38.1,NA,1,1,1,K02432428,NA,#VALUE!
K024,21/10/1988,0,0,NA,1,1,1,Autumn,1988,NA,11.6,0.25,GOOD,NA,38.3,NA,1,1,1,K02432437,NA,#VALUE!
K024,22/10/1988,0,0,NA,1,1,1,Autumn,1988,NA,11.6,NA,GOOD,NA,NA,NA,1,1,1,K02432438,NA,#VALUE!
K025,13/05/1987,0,0,NA,1,0,0,Spring,1987,ARTHURS,2.9,NA,NA,NA,38.8,NA,1,0,0,K02531910,NA,#VALUE!
K026,13/05/1987,0,0,NA,2,0,0,Spring,1987,JUNCTION,1.8,0,NA,NA,36.4,NA,1,0,0,K02631910,NA,#VALUE!
K026,18/08/1987,0,0,NA,2,0,0,Summer,1987,JUNCTION,3.2,0,POOR,NA,37.5,NA,1,0,0,K02632007,NA,#VALUE!
K027,13/05/1987,0,0,NA,2,0,0,Spring,1987,YEW,2,NA,NA,NA,37.5,NA,1,0,0,K02731910,NA,#VALUE!
K028,13/05/1987,0,0,NA,1,0,0,Spring,1987,WEST,2.2,NA,NA,NA,35.9,NA,1,0,0,K02831910,NA,#VALUE!
K028,18/08/1987,0,0,NA,1,0,0,Summer,1987,WEST,3.5,NA,FAIR,NA,39.4,NA,1,0,0,K02832007,NA,#VALUE!
K028,28/10/1987,0,0,NA,1,0,0,Autumn,1987,WEST,7.1,NA,NA,NA,37.7,NA,1,0,0,K02832078,NA,#VALUE!
K029,04/06/1987,0,0,NA,2,0,0,Summer,1987,PARK_MILL,2.2,NA,GOOD,NA,NA,NA,1,0,0,K02931932,NA,#VALUE!
K030,04/06/1987,0,0,NA,1,0,0,Summer,1987,COLE_PARK,2.7,NA,GOOD,NA,NA,NA,1,0,0,K03031932,NA,#VALUE!
K030,24/02/1988,0,0,NA,1,1,1,Winter,1988,COLE_PARK,7.4,NA,FAIR,NA,38.3,NA,1,1,1,K03032197,NA,#VALUE!
K031,04/06/1987,0,0,NA,2,0,0,Summer,1987,COLE_PARK,2.4,NA,GOOD,NA,NA,NA,1,0,0,K03131932,NA,#VALUE!
K032,04/06/1987,0,0,NA,1,0,0,Summer,1987,PARK_MILL,2,NA,GOOD,NA,NA,NA,1,0,0,K03231932,NA,#VALUE!
K032,24/11/1987,0,0,NA,1,0,0,Autumn,1987,PARK_MILL,5.1,NA,GOOD,NA,38.2,NA,1,0,0,K03232105,NA,#VALUE!
K032,23/02/1988,0,0,NA,1,1,1,Winter,1988,PARK_MILL,6.5,NA,GOOD,NA,38.7,NA,1,1,1,K03232196,NA,#VALUE!
K032,17/08/1988,0,0,NA,1,1,1,Summer,1988,PARK_MILL,6.4,NA,FAIR,NA,38.8,NA,1,1,1,K03232372,NA,#VALUE!
K032,22/02/1989,0,NA,0,1,2,2,Winter,1989,PARK_MILL,8,NA,GOOD,NA,38.4,NA,2,4,8,K03232561,78,#VALUE!
K032,06/09/1989,0,NA,0,1,2,2,Autumn,1989,PARK_MILL,6,NA,FAIR,NA,38.9,NA,2,4,8,K03232757,78,#VALUE!
K032,04/09/1990,0,NA,0,1,3,3,Autumn,1990,PARK_MILL,6.6,NA,FAIR,NA,39.1,NA,2,9,27,K03233120,78,#VALUE!
K032,02/07/1991,0,NA,0,1,4,4,Summer,1991,PARK_MILL,6.4,NA,FAIR,NA,38.6,NA,2,16,64,K03233421,78,#VALUE!
K032,07/09/1993,0,NA,0,1,6,6,Autumn,1993,PARK_MILL,7.1,NA,GOOD,NA,38.5,NA,2,36,216,K03234219,78,#VALUE!
K032,07/09/1994,0,NA,0,1,7,7,Autumn,1994,PARK_MILL,6.6,NA,FAIR,NA,39.3,NA,2,49,343,K03234584,78,#VALUE!
K032,05/09/1995,0,NA,0,1,8,8,Autumn,1995,PARK_MILL,5.7,NA,FAIR,NA,37.8,NA,2,64,512,K03234947,78,#VALUE!
K032,24/07/1996,0,NA,0,1,9,9,Summer,1996,PARK_MILL,5,NA,POOR,NA,38.3,NA,2,81,729,K03235270,78,#VALUE!
K032,08/10/1997,0,NA,0,1,10,10,Autumn,1997,PARK_MILL,8.7,NA,GOOD,78,38.2,NA,2,100,1000,K03235711,78,9.138301399
K032,01/07/1998,0,NA,0,1,11,11,Summer,1998,PARK_MILL,6.3,NA,FAIR,78,37.8,NA,2,121,1331,K03235977,78,6.617390668
K033,04/06/1987,0,0,NA,1,0,0,Summer,1987,PARK_MILL,2.4,NA,GOOD,NA,NA,NA,1,0,0,K03331932,NA,#VALUE!
K033,24/11/1987,0,0,NA,1,0,0,Autumn,1987,PARK_MILL,5.8,NA,GOOD,NA,NA,NA,1,0,0,K03332105,NA,#VALUE!
K033,24/02/1988,0,0,NA,1,1,1,Winter,1988,PARK_MILL,6.2,NA,FAIR,NA,38.3,NA,1,1,1,K03332197,NA,#VALUE!
K033,21/06/1989,0,NA,0,1,2,2,Summer,1989,PARK_MILL,6,NA,FAIR,NA,38.2,NA,2,4,8,K03332680,77.3,#VALUE!
K033,06/09/1989,0,NA,0,1,2,2,Autumn,1989,PARK_MILL,6.4,NA,FAIR,NA,38.3,NA,2,4,8,K03332757,77.3,#VALUE!
K033,04/09/1990,0,NA,0,1,3,3,Autumn,1990,PARK_MILL,6.9,NA,GOOD,NA,38.6,NA,2,9,27,K03333120,77.3,#VALUE!
K033,03/07/1991,0,NA,0,1,4,4,Summer,1991,PARK_MILL,6.2,NA,FAIR,NA,36.2,NA,2,16,64,K03333422,77.3,#VALUE!
K033,18/09/1991,0,NA,0,1,4,4,Autumn,1991,PARK_MILL,7.5,NA,GOOD,NA,38.6,NA,2,16,64,K03333499,77.3,#VALUE!
K033,07/09/1994,0,NA,0,1,7,7,Autumn,1994,PARK_MILL,6.6,NA,FAIR,NA,38.8,NA,2,49,343,K03334584,77.3,#VALUE!
K033,18/07/1995,0,NA,0,1,8,8,Summer,1995,PARK_MILL,4.9,NA,POOR,NA,38.3,NA,2,64,512,K03334898,77.3,#VALUE!
K033,01/10/1996,0,NA,0,1,9,9,Autumn,1996,PARK_MILL,7.3,NA,GOOD,NA,37.9,NA,2,81,729,K03335339,77.3,#VALUE!
K033,09/07/1997,0,NA,0,1,10,10,Summer,1997,PARK_MILL,5,NA,POOR,77.5,38.4,NA,2,100,1000,K03335620,77.5,5.391057073
K033,01/07/1998,0,NA,0,1,11,11,Summer,1998,PARK_MILL,5.2,NA,FAIR,77,37.5,NA,2,121,1331,K03335977,77,5.756234553
K034,05/06/1987,0,0,NA,1,0,0,Summer,1987,OLD_OAK,2,NA,GOOD,NA,NA,NA,1,0,0,K03431933,NA,#VALUE!
K035,05/06/1987,0,0,NA,1,0,0,Summer,1987,OLD_OAK,1.8,NA,GOOD,NA,NA,NA,1,0,0,K03531933,NA,#VALUE!
K036,11/06/1987,0,0,NA,1,0,0,Summer,1987,PARK_MILL,2.6,NA,GOOD,NA,NA,NA,1,0,0,K03631939,NA,#VALUE!
K037,11/06/1987,0,0,NA,2,0,0,Summer,1987,PARK_MILL,2.8,NA,GOOD,NA,NA,NA,1,0,0,K03731939,NA,#VALUE!
K037,24/11/1987,0,0,NA,2,0,0,Autumn,1987,PARK_MILL,6.7,NA,GOOD,NA,37.9,NA,1,0,0,K03732105,NA,#VALUE!
K037,23/02/1988,0,0,NA,2,1,1,Winter,1988,PARK_MILL,7.2,NA,FAIR,NA,38.9,NA,1,1,1,K03732196,NA,#VALUE!
K037,07/06/1988,0,0,NA,2,1,1,Summer,1988,PARK_MILL,6.7,NA,FAIR,NA,38.8,NA,1,1,1,K03732301,NA,#VALUE!
K037,16/08/1988,0,0,NA,2,1,1,Summer,1988,PARK_MILL,8,NA,GOOD,NA,39,NA,1,1,1,K03732371,NA,#VALUE!
K037,02/11/1988,0,0,NA,2,1,1,Autumn,1988,PARK_MILL,8.9,NA,NA,NA,38.4,NA,1,1,1,K03732449,NA,#VALUE!
K037,20/06/1989,0,NA,0,2,2,2,Summer,1989,PARK_MILL,6.8,NA,FAIR,NA,38.5,NA,2,4,8,K03732679,NA,#VALUE!
K037,06/09/1989,0,NA,0,2,2,2,Autumn,1989,PARK_MILL,6.8,NA,FAIR,NA,38,NA,2,4,8,K03732757,NA,#VALUE!
K037,19/06/1990,0,NA,0,2,3,3,Summer,1990,PARK_MILL,7.8,NA,GOOD,NA,38.3,NA,2,9,27,K03733043,NA,#VALUE!
K037,27/11/1990,0,NA,0,2,3,3,Autumn,1990,INCHBROOK,12.1,0.75,GOOD,NA,37.4,NA,2,9,27,K03733204,NA,#VALUE!
K037,04/11/1992,0,NA,0,2,5,5,Autumn,1992,PARK_MILL,11.2,NA,GOOD,NA,37.7,NA,2,25,125,K03733912,NA,#VALUE!
K037,23/06/1993,0,NA,0,2,6,6,Summer,1993,PARK_MILL,8.3,NA,GOOD,NA,37.6,NA,2,36,216,K03734143,NA,#VALUE!
K038,17/06/1987,0,0,NA,2,0,0,Summer,1987,NETTLE,4.2,NA,GOOD,NA,NA,NA,1,0,0,K03831945,NA,#VALUE!
K038,24/11/1987,0,0,NA,2,0,0,Autumn,1987,NETTLE,7.6,NA,GOOD,NA,38.5,NA,1,0,0,K03832105,NA,#VALUE!
K038,23/02/1988,0,0,NA,2,1,1,Winter,1988,NETTLE,7.8,NA,FAIR,NA,38,NA,1,1,1,K03832196,NA,#VALUE!
K038,07/06/1988,0,0,NA,2,1,1,Summer,1988,NETTLE,7.1,NA,FAIR,NA,38.7,NA,1,1,1,K03832301,NA,#VALUE!
K038,16/08/1988,0,0,NA,2,1,1,Summer,1988,NETTLE,8,NA,GOOD,NA,37.8,NA,1,1,1,K03832371,NA,#VALUE!
K038,02/11/1988,0,0,NA,2,1,1,Autumn,1988,NETTLE,10.2,NA,VGOOD,NA,38.5,NA,1,1,1,K03832449,NA,#VALUE!
K038,21/02/1989,0,NA,0,2,2,2,Winter,1989,OLD_OAK,8.4,NA,GOOD,NA,38.1,NA,2,4,8,K03832560,NA,#VALUE!
K038,20/06/1990,0,NA,0,2,3,3,Summer,1990,OLD_OAK,8.7,NA,GOOD,NA,38,NA,2,9,27,K03833044,NA,#VALUE!
K038,04/09/1990,0,NA,0,2,3,3,Autumn,1990,OLD_OAK,8.9,NA,GOOD,NA,38.9,NA,2,9,27,K03833120,NA,#VALUE!
K038,13/11/1990,0,NA,0,2,3,3,Autumn,1990,OLD_OAK,11.7,NA,GOOD,NA,38.4,NA,2,9,27,K03833190,NA,#VALUE!
K038,17/09/1991,0,NA,0,2,4,4,Autumn,1991,OLD_OAK,7.4,NA,FAIR,NA,38,NA,2,16,64,K03833498,NA,#VALUE!
K038,25/02/1992,0,NA,0,2,5,5,Winter,1992,OLD_OAK,9.4,NA,FAIR,NA,38,NA,2,25,125,K03833659,NA,#VALUE!
K039,25/06/1987,0,0,NA,2,0,0,Summer,1987,BAMBOO,3.5,0,GOOD,NA,NA,NA,1,0,0,K03931953,NA,#VALUE!
K039,08/12/1987,0,0,NA,2,0,0,Winter,1987,BAMBOO,10.4,0,GOOD,NA,38.1,NA,1,0,0,K03932119,NA,#VALUE!
K039,09/03/1988,0,0,NA,2,1,1,Spring,1988,BAMBOO,8.4,0.25,GOOD,NA,NA,NA,1,1,1,K03932211,NA,#VALUE!
K039,21/06/1988,0,0,NA,2,1,1,Summer,1988,BAMBOO,7.6,0.5,GOOD,NA,38.4,NA,1,1,1,K03932315,NA,#VALUE!
K039,07/03/1989,0,NA,0,2,2,2,Spring,1989,LISTERS,9.5,0.5,GOOD,NA,37.4,NA,2,4,8,K03932574,NA,#VALUE!
K039,19/09/1989,0,NA,0,2,2,2,Autumn,1989,LISTERS,10.6,0.5,GOOD,NA,38.3,NA,2,4,8,K03932770,NA,#VALUE!
K039,13/03/1990,0,NA,0,2,3,3,Spring,1990,BAMBOO,9.5,0.75,GOOD,NA,38.3,NA,2,9,27,K03932945,NA,#VALUE!
K039,27/11/1990,0,NA,0,2,3,3,Autumn,1990,LISTERS,14,0.75,GOOD,NA,37.6,NA,2,9,27,K03933204,NA,#VALUE!
K039,02/10/1991,0,NA,0,2,4,4,Autumn,1991,LISTERS,11.5,0.75,GOOD,NA,38.2,NA,2,16,64,K03933513,NA,#VALUE!
K039,30/06/1992,0,NA,0,2,5,5,Summer,1992,LISTERS,7.2,0.75,FAIR,NA,38.2,NA,2,25,125,K03933785,NA,#VALUE!
K039,09/03/1993,0,NA,0,2,6,6,Spring,1993,LISTERS,8.4,1,FAIR,NA,37.1,NA,2,36,216,K03934037,NA,#VALUE!
K040,25/06/1987,0,0,NA,1,0,0,Summer,1987,BAMBOO,3.5,0,GOOD,NA,NA,NA,1,0,0,K04031953,NA,#VALUE!
K040,13/03/1991,0,NA,0,1,4,4,Spring,1991,BAMBOO,9.3,0.5,GOOD,NA,38.8,NA,2,16,64,K04033310,NA,#VALUE!
K041,25/06/1987,0,0,NA,1,0,0,Summer,1987,ATCOMBE_WEST,3.4,0,GOOD,NA,NA,NA,1,0,0,K04131953,NA,#VALUE!
K041,08/12/1987,0,0,NA,1,0,0,Winter,1987,ATCOMBE_WEST,7.4,0,GOOD,NA,38.4,NA,1,0,0,K04132119,NA,#VALUE!
K041,08/03/1988,0,0,NA,1,1,1,Spring,1988,ATCOMBE_WEST,7,0.25,FAIR,NA,37.8,NA,1,1,1,K04132210,NA,#VALUE!
K041,21/06/1988,0,0,NA,1,1,1,Summer,1988,ATCOMBE_WEST,6.5,0.25,GOOD,NA,38.6,NA,1,1,1,K04132315,NA,#VALUE!
K041,06/09/1988,0,0,NA,1,1,1,Autumn,1988,ATCOMBE_WEST,9.2,NA,GOOD,NA,38.5,NA,1,1,1,K04132392,NA,#VALUE!
K041,15/11/1988,0,0,NA,1,1,1,Autumn,1988,ATCOMBE_WEST,9.2,0.25,GOOD,NA,37.1,NA,1,1,1,K04132462,NA,#VALUE!
K041,07/03/1989,0,NA,0,1,2,2,Spring,1989,ATCOMBE_WEST,7.6,0.5,FAIR,NA,36.8,NA,2,4,8,K04132574,NA,#VALUE!
K041,21/06/1989,0,NA,0,1,2,2,Summer,1989,OLD_OAK,6,NA,FAIR,NA,38.1,NA,2,4,8,K04132680,NA,#VALUE!
K042,25/06/1987,0,0,NA,1,0,0,Summer,1987,ATCOMBE_CORNER,4.3,0,GOOD,NA,NA,NA,1,0,0,K04231953,NA,#VALUE!
K042,22/06/1988,0,0,NA,1,1,1,Summer,1988,ATCOMBE_CORNER,8.8,0.25,GOOD,NA,38.3,NA,1,1,1,K04232316,NA,#VALUE!
K042,16/11/1988,0,0,NA,1,1,1,Autumn,1988,ATCOMBE_CORNER,12.5,0.25,GOOD,NA,35.3,NA,1,1,1,K04232463,NA,#VALUE!
K042,30/06/1992,0,NA,0,1,5,5,Summer,1992,ATCOMBE_CORNER,10.4,0.75,GOOD,NA,37.8,NA,2,25,125,K04233785,NA,#VALUE!
K042,21/09/1994,0,NA,0,1,7,7,Autumn,1994,ATCOMBE_CORNER,10.2,0.75,VGOOD,NA,36.8,NA,2,49,343,K04234598,NA,#VALUE!
K042,30/07/1996,0,NA,0,1,9,9,Summer,1996,ATCOMBE_CORNER,6.9,0.75,POOR,NA,37,NA,2,81,729,K04235276,NA,#VALUE!
K043,25/06/1987,0,0,NA,2,0,0,Summer,1987,ATCOMBE_WEST,3.6,0,GOOD,NA,NA,NA,1,0,0,K04331953,NA,#VALUE!
K043,09/12/1987,0,0,NA,2,0,0,Winter,1987,ATCOMBE_WEST,7.8,0,GOOD,NA,38.7,NA,1,0,0,K04332120,NA,#VALUE!
K043,08/03/1988,0,0,NA,2,1,1,Spring,1988,ATCOMBE_WEST,7.8,0.25,GOOD,NA,38.4,NA,1,1,1,K04332210,NA,#VALUE!
K043,21/06/1988,0,0,NA,2,1,1,Summer,1988,ATCOMBE_WEST,7.3,0.25,GOOD,NA,38.6,NA,1,1,1,K04332315,NA,#VALUE!
K043,15/11/1988,0,0,NA,2,1,1,Autumn,1988,ATCOMBE_WEST,11.9,0.25,GOOD,NA,37.1,NA,1,1,1,K04332462,NA,#VALUE!
K043,07/03/1989,0,NA,0,2,2,2,Spring,1989,ATCOMBE_WEST,9.7,0.5,GOOD,NA,38.5,NA,2,4,8,K04332574,NA,#VALUE!
K043,04/07/1989,0,NA,0,2,2,2,Summer,1989,ATCOMBE_WEST,7.9,0.25,GOOD,NA,38.4,NA,2,4,8,K04332693,NA,#VALUE!
K043,28/11/1989,0,NA,0,2,2,2,Autumn,1989,ATCOMBE_WEST,11.5,0.5,VGOOD,NA,37.8,NA,2,4,8,K04332840,NA,#VALUE!
K043,19/09/1990,0,NA,0,2,3,3,Autumn,1990,ATCOMBE_WEST,9.7,0.25,VGOOD,NA,38.4,NA,2,9,27,K04333135,NA,#VALUE!
K043,12/03/1991,0,NA,0,2,4,4,Spring,1991,ATCOMBE_WEST,9.4,0.75,GOOD,NA,38.1,NA,2,16,64,K04333309,NA,#VALUE!
K043,11/12/1991,0,NA,0,2,4,4,Winter,1991,ATCOMBE_WEST,11.8,0.5,GOOD,NA,38,NA,2,16,64,K04333583,NA,#VALUE!
K043,30/06/1992,0,NA,0,2,5,5,Summer,1992,ATCOMBE_WEST,7.7,0.5,GOOD,NA,39,NA,2,25,125,K04333785,NA,#VALUE!
K043,08/09/1992,0,NA,0,2,5,5,Autumn,1992,ATCOMBE_CORNER,10.6,0.5,VGOOD,NA,37.8,NA,2,25,125,K04333855,NA,#VALUE!
K043,29/09/1993,0,NA,0,2,6,6,Autumn,1993,ATCOMBE_WEST,8.9,0.75,FAIR,NA,38.1,NA,2,36,216,K04334241,NA,#VALUE!
K043,30/11/1993,0,NA,0,2,6,6,Autumn,1993,ATCOMBE_WEST,8.4,0.5,FAIR,NA,37.4,NA,2,36,216,K04334303,NA,#VALUE!
K043,19/07/1994,0,NA,0,2,7,7,Summer,1994,ATCOMBE_WEST,8.1,0.75,GOOD,NA,38.2,NA,2,49,343,K04334534,NA,#VALUE!
K044,26/06/1987,0,0,NA,2,0,0,Summer,1987,ATCOMBE_CORNER,4.4,0,GOOD,NA,NA,NA,1,0,0,K04431954,NA,#VALUE!
K044,21/06/1988,0,0,NA,2,1,1,Summer,1988,ATCOMBE_CORNER,11,0.25,GOOD,NA,38.4,NA,1,1,1,K04432315,NA,#VALUE!
K044,06/09/1988,0,0,NA,2,1,1,Autumn,1988,ATCOMBE_CORNER,14,0.25,VGOOD,NA,38.6,NA,1,1,1,K04432392,NA,#VALUE!
K045,26/06/1987,0,NA,NA,2,NA,4.066,Summer,1987,ATCOMBE_CORNER,9.7,0.5,GOOD,NA,NA,NA,NA,16.532,67.221,K04531954,NA,#VALUE!
K045,22/06/1988,0,NA,NA,2,NA,4.066,Summer,1988,ATCOMBE_CORNER,10.5,0.75,GOOD,NA,36.6,NA,NA,16.532,67.221,K04532316,NA,#VALUE!
K046,26/06/1987,0,0,NA,1,0,0,Summer,1987,LISTERS,3.7,0,GOOD,NA,NA,NA,1,0,0,K04631954,NA,#VALUE!
K046,09/12/1987,0,0,NA,1,0,0,Winter,1987,LISTERS,8.7,0,GOOD,NA,38.1,NA,1,0,0,K04632120,NA,#VALUE!
K046,29/11/1989,0,NA,0,1,2,2,Autumn,1989,LISTERS,12.8,0.5,VGOOD,NA,38,NA,2,4,8,K04632841,NA,#VALUE!
K046,18/09/1990,0,NA,0,1,3,3,Autumn,1990,LISTERS,9.1,0.5,GOOD,NA,38.7,NA,2,9,27,K04633134,NA,#VALUE!
K046,12/03/1991,0,NA,0,1,4,4,Spring,1991,LISTERS,10.2,0.5,GOOD,NA,38.7,NA,2,16,64,K04633309,NA,#VALUE!
K046,16/07/1991,0,NA,0,1,4,4,Summer,1991,LISTERS,8.1,0.5,GOOD,NA,38.8,NA,2,16,64,K04633435,NA,#VALUE!
K046,01/10/1991,0,NA,0,1,4,4,Autumn,1991,LISTERS,8.8,0.75,GOOD,NA,38.4,NA,2,16,64,K04633512,NA,#VALUE!
K046,29/04/1992,0,NA,0,1,5,5,Spring,1992,LISTERS,8.6,0.75,FAIR,NA,38.5,NA,2,25,125,K04633723,NA,#VALUE!
K046,30/06/1992,0,NA,0,1,5,5,Summer,1992,LISTERS,5.5,0.75,GOOD,NA,38.3,NA,2,25,125,K04633785,NA,#VALUE!
K046,08/09/1992,0,NA,0,1,5,5,Autumn,1992,LISTERS,9,0.5,FAIR,NA,38.2,NA,2,25,125,K04633855,NA,#VALUE!
K046,06/07/1993,NA,NA,NA,1,6,6,Summer,1993,LISTERS,6.8,0.75,FAIR,NA,38.3,NA,2,36,216,K04634156,NA,#VALUE!
K046,19/07/1994,0,NA,0,1,7,7,Summer,1994,LISTERS,7.8,0.75,FAIR,NA,38.2,NA,2,49,343,K04634534,NA,#VALUE!
K046,20/09/1994,0,NA,0,1,7,7,Autumn,1994,LISTERS,8.7,0.75,FAIR,NA,38.3,NA,2,49,343,K04634597,NA,#VALUE!
K047,26/06/1987,0,0,NA,1,0,0,Summer,1987,LISTERS,4.2,0,GOOD,NA,NA,NA,1,0,0,K04731954,NA,#VALUE!
K047,10/12/1991,0,NA,0,1,4,4,Winter,1991,LISTERS,6.2,0.75,POOR,NA,NA,NA,2,16,64,K04733582,NA,#VALUE!
K048,01/07/1987,0,0,NA,2,0,0,Summer,1987,BAMBOO,4.2,0,GOOD,NA,NA,NA,1,0,0,K04831959,NA,#VALUE!
K048,09/12/1987,0,0,NA,2,0,0,Winter,1987,BAMBOO,10.8,0,GOOD,NA,37.8,NA,1,0,0,K04832120,NA,#VALUE!
K048,21/06/1988,NA,NA,NA,2,1,1,Summer,1988,BAMBOO,8.2,0.5,GOOD,NA,38.2,NA,1,1,1,K04832315,NA,#VALUE!
K048,06/09/1988,NA,NA,NA,2,1,1,Autumn,1988,BAMBOO,10.7,0.5,GOOD,NA,38.1,NA,1,1,1,K04832392,NA,#VALUE!
K048,20/03/1990,0,NA,0,2,3,3,Spring,1990,DINGLE,10.1,0.75,FAIR,NA,37.6,NA,2,9,27,K04832952,NA,#VALUE!
K049,10/02/1987,0,NA,NA,1,NA,4.066,Winter,1987,ATCOMBE_CORNER,6.6,0.5,GOOD,NA,NA,NA,NA,16.532,67.221,K04931818,NA,#VALUE!
K049,21/06/1988,0,NA,NA,1,NA,4.066,Summer,1988,ATCOMBE_CORNER,9.5,0.5,GOOD,NA,38.4,NA,NA,16.532,67.221,K04932315,NA,#VALUE!
K050,01/07/1987,0,0,NA,2,0,0,Summer,1987,ATCOMBE_WEST,3.7,0,GOOD,NA,NA,NA,1,0,0,K05031959,NA,#VALUE!
K050,08/12/1987,0,0,NA,2,0,0,Winter,1987,ATCOMBE_WEST,8.2,0,GOOD,NA,NA,NA,1,0,0,K05032119,NA,#VALUE!
K050,08/03/1988,0,0,NA,2,1,1,Spring,1988,ATCOMBE_WEST,8.1,0.5,FAIR,NA,37.6,NA,1,1,1,K05032210,NA,#VALUE!
K050,21/06/1988,0,0,NA,2,1,1,Summer,1988,ATCOMBE_WEST,7.6,0.25,GOOD,NA,38,NA,1,1,1,K05032315,NA,#VALUE!
K050,07/09/1988,0,0,NA,2,1,1,Autumn,1988,ATCOMBE_WEST,10.7,0.25,GOOD,NA,38.5,NA,1,1,1,K05032393,NA,#VALUE!
K050,15/11/1988,0,0,NA,2,1,1,Autumn,1988,ATCOMBE_WEST,11.7,0.5,GOOD,NA,37.8,NA,1,1,1,K05032462,NA,#VALUE!
K050,05/07/1989,0,NA,0,2,2,2,Summer,1989,ATCOMBE_WEST,8.8,0.5,GOOD,NA,38.4,NA,2,4,8,K05032694,NA,#VALUE!
K050,05/09/1989,0,NA,0,2,2,2,Autumn,1989,OLD_OAK,10.3,NA,GOOD,NA,37.9,NA,2,4,8,K05032756,NA,#VALUE!
